book_names,book_urls,author_name,avg_rating,no_of_ratings,img_src,no_of_pages,image_name
"Before the Coffee Gets Cold (Before the Coffee Gets Cold, #1)",https://www.goodreads.com/book/show/44421460-before-the-coffee-gets-cold,Toshikazu Kawaguchi,3.67,602432,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1704153539i/44421460._SY75_.jpg,213.0,cover_396.png
"City of Lost Souls (The Mortal Instruments, #5)",https://www.goodreads.com/book/show/8755776-city-of-lost-souls,Cassandra Clare,4.21,556438,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460477703i/8755776._SY75_.jpg,535.0,cover_397.png
Carrie Soto Is Back,https://www.goodreads.com/book/show/60435878-carrie-soto-is-back,Taylor Jenkins Reid,4.20,645537,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1649848581i/60435878._SY75_.jpg,384.0,cover_398.png
The BFG,https://www.goodreads.com/book/show/6319.The_BFG,Roald Dahl,4.23,512371,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327872673i/6319._SY75_.jpg,199.0,cover_399.png
"The Wise Man's Fear (The Kingkiller Chronicle, #2)",https://www.goodreads.com/book/show/1215032.The_Wise_Man_s_Fear,Patrick Rothfuss,4.55,599394,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1452624392i/1215032._SY75_.jpg,994.0,cover_400.png
Milk and honey,https://www.goodreads.com/book/show/23513349-milk-and-honey,Rupi Kaur,3.96,767258,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1491595510i/23513349._SY75_.jpg,204.0,cover_401.png
Demon Copperhead,https://www.goodreads.com/book/show/60194162-demon-copperhead,Barbara Kingsolver,4.48,672560,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1660050779i/60194162._SY75_.jpg,560.0,cover_402.png
World War Z: An Oral History of the Zombie War,https://www.goodreads.com/book/show/8908.World_War_Z,Max Brooks,4.02,553155,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528312647i/8908._SX50_.jpg,342.0,cover_403.png
"The Mark of Athena (The Heroes of Olympus, #3)",https://www.goodreads.com/book/show/12127750-the-mark-of-athena,Rick Riordan,4.47,653096,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464201354i/12127750._SY75_.jpg,586.0,cover_404.png
"Something Borrowed (Darcy & Rachel, #1)",https://www.goodreads.com/book/show/42156.Something_Borrowed,Emily Giffin,3.89,602257,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1305063535i/42156._SY75_.jpg,336.0,cover_405.png
"Fallen (Fallen, #1)",https://www.goodreads.com/book/show/6487308-fallen,Lauren Kate,3.72,609109,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440619649i/6487308._SY75_.jpg,464.0,cover_406.png
The Power of Habit: Why We Do What We Do in Life and Business,https://www.goodreads.com/book/show/12609433-the-power-of-habit,Charles Duhigg,4.13,544857,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1545854312i/12609433._SY75_.jpg,375.0,cover_407.png
"Tower of Dawn (Throne of Glass, #6)",https://www.goodreads.com/book/show/76714487-tower-of-dawn,Sarah J. Maas,4.27,893007,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1673567264i/76714487._SY75_.jpg,663.0,cover_408.png
Pretty Girls,https://www.goodreads.com/book/show/25574782-pretty-girls,Karin Slaughter,4.02,607763,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432205734i/25574782._SY75_.jpg,432.0,cover_409.png
"The Perfect Marriage (Perfect, #1)",https://www.goodreads.com/book/show/53450790-the-perfect-marriage,Jeneva Rose,3.98,981084,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1593388297i/53450790._SY75_.jpg,337.0,cover_410.png
One True Loves,https://www.goodreads.com/book/show/27189194-one-true-loves,Taylor Jenkins Reid,4.03,644045,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559960507i/27189194._SY75_.jpg,352.0,cover_411.png
"Siege and Storm (The Shadow and Bone Trilogy, #2)",https://www.goodreads.com/book/show/14061955-siege-and-storm,Leigh Bardugo,3.81,662849,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362166252i/14061955._SX50_.jpg,435.0,cover_412.png
"The Duke and I (Bridgertons, #1)",https://www.goodreads.com/book/show/110391.The_Duke_and_I,Julia Quinn,3.79,650873,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1379594717i/110391._SY75_.jpg,384.0,cover_413.png
"Thinking, Fast and Slow",https://www.goodreads.com/book/show/11468377-thinking-fast-and-slow,Daniel Kahneman,4.17,557267,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1317793965i/11468377._SX50_.jpg,499.0,cover_414.png
"Ignite Me (Shatter Me, #3)",https://www.goodreads.com/book/show/13188676-ignite-me,Tahereh Mafi,4.45,614323,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375972497i/13188676._SY75_.jpg,408.0,cover_415.png
The Art of War,https://www.goodreads.com/book/show/10534.The_Art_of_War,Sun Tzu,3.95,544309,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630683326i/10534._SY75_.jpg,170.0,cover_416.png
Blink: The Power of Thinking Without Thinking,https://www.goodreads.com/book/show/40102.Blink,Malcolm Gladwell,3.96,612325,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440763417i/40102._SX50_.jpg,296.0,cover_417.png
"The Son of Neptune (The Heroes of Olympus, #2)",https://www.goodreads.com/book/show/9520360-the-son-of-neptune,Rick Riordan,4.41,645360,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464201114i/9520360._SY75_.jpg,521.0,cover_418.png
In Five Years,https://www.goodreads.com/book/show/50093704-in-five-years,Rebecca Serle,3.78,590443,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1586399012i/50093704._SY75_.jpg,272.0,cover_419.png
"Caraval (Caraval, #1)",https://www.goodreads.com/book/show/27883214-caraval,Stephanie Garber,3.97,763178,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465563623i/27883214._SY75_.jpg,407.0,cover_420.png
"Twisted Games (Twisted, #2)",https://www.goodreads.com/book/show/56653002-twisted-games,Ana Huang,4.09,942119,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1625752847i/56653002._SY75_.jpg,456.0,cover_421.png
"The Fine Print (Dreamland Billionaires, #1)",https://www.goodreads.com/book/show/74045390-the-fine-print,Lauren Asher,3.82,620635,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1671865608i/74045390._SY75_.jpg,448.0,cover_422.png
"Dead Until Dark (Sookie Stackhouse, #1)",https://www.goodreads.com/book/show/301082.Dead_Until_Dark,Charlaine Harris,3.97,554584,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468560853i/301082._SY75_.jpg,292.0,cover_423.png
All the Bright Places,https://www.goodreads.com/book/show/18460392-all-the-bright-places,Jennifer Niven,4.11,610428,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404331702i/18460392._SY75_.jpg,388.0,cover_424.png
Every Summer After,https://www.goodreads.com/book/show/58014893-every-summer-after,Carley Fortune,4.19,685714,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630101647i/58014893._SX50_.jpg,320.0,cover_425.png
"The Housemaid Is Watching (The Housemaid, #3)",https://www.goodreads.com/book/show/199235727-the-housemaid-is-watching,Freida McFadden,3.88,693672,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1710781474i/199235727._SY75_.jpg,364.0,cover_426.png
East of Eden,https://www.goodreads.com/book/show/4406.East_of_Eden,John Steinbeck,4.43,592291,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1639969375i/4406._SY75_.jpg,601.0,cover_427.png
"Crazy Rich Asians (Crazy Rich Asians, #1)",https://www.goodreads.com/book/show/16085481-crazy-rich-asians,Kevin Kwan,3.91,530183,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1364852559i/16085481._SY75_.jpg,403.0,cover_428.png
"It's Not Summer Without You (Summer, #2)",https://www.goodreads.com/book/show/6584188-it-s-not-summer-without-you,Jenny Han,3.76,616813,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479864019i/6584188._SY75_.jpg,275.0,cover_429.png
"Ruin and Rising (The Shadow and Bone Trilogy, #3)",https://www.goodreads.com/book/show/14061957-ruin-and-rising,Leigh Bardugo,3.98,572055,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392398530i/14061957._SX50_.jpg,350.0,cover_430.png
"Twisted Hate (Twisted, #3)",https://www.goodreads.com/book/show/56688531-twisted-hate,Ana Huang,3.96,702562,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1641478689i/56688531._SY75_.jpg,522.0,cover_431.png
Atonement,https://www.goodreads.com/book/show/6867.Atonement,Ian McEwan,3.95,547823,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320449708i/6867._SY75_.jpg,351.0,cover_432.png
Local Woman Missing,https://www.goodreads.com/book/show/57361474-local-woman-missing,Mary Kubica,4.13,660882,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1629480107i/57361474._SX50_.jpg,356.0,cover_433.png
"Part of Your World (Part of Your World, #1)",https://www.goodreads.com/book/show/58684524-part-of-your-world,Abby Jimenez,4.27,676177,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1634649284i/58684524._SX50_.jpg,389.0,cover_434.png
"House of Sky and Breath (Crescent City, #2)",https://www.goodreads.com/book/show/40132775-house-of-sky-and-breath,Sarah J. Maas,4.43,700581,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1633097753i/40132775._SY75_.jpg,805.0,cover_435.png
Conversations with Friends,https://www.goodreads.com/book/show/32187419-conversations-with-friends,Sally Rooney,3.74,563666,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1638729263i/32187419._SY75_.jpg,304.0,cover_436.png
Pachinko,https://www.goodreads.com/book/show/34051011-pachinko,Min Jin Lee,4.34,568644,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529845599i/34051011._SY75_.jpg,496.0,cover_437.png
Fight Club,https://www.goodreads.com/book/show/36236124-fight-club,Chuck Palahniuk,4.18,625695,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1558216416i/36236124._SY75_.jpg,224.0,cover_438.png
"Kingdom of Ash (Throne of Glass, #7)",https://www.goodreads.com/book/show/76715522-kingdom-of-ash,Sarah J. Maas,4.71,913757,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1673567331i/76715522._SY75_.jpg,984.0,cover_439.png
"Hopeless (Hopeless, #1)",https://www.goodreads.com/book/show/62967897-hopeless,Colleen Hoover,4.23,649762,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1666362713i/62967897._SY75_.jpg,408.0,cover_440.png
The Inmate,https://www.goodreads.com/book/show/61149872-the-inmate,Freida McFadden,4.02,846369,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1653271523i/61149872._SY75_.jpg,388.0,cover_441.png
Archer's Voice,https://www.goodreads.com/book/show/32822135-archer-s-voice,Mia Sheridan,4.18,625373,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1656593818i/32822135._SY75_.jpg,377.0,cover_442.png
Treasure Island,https://www.goodreads.com/book/show/295.Treasure_Island,Robert Louis Stevenson,3.85,524253,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1485248909i/295._SX50_.jpg,352.0,cover_443.png
"If He Had Been With Me (If He Had Been with Me, #1)",https://www.goodreads.com/book/show/15835031-if-he-had-been-with-me,Laura Nowlin,3.79,521407,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348497394i/15835031._SX50_.jpg,336.0,cover_444.png
Is Everyone Hanging Out Without Me?,https://www.goodreads.com/book/show/10335308-is-everyone-hanging-out-without-me,Mindy Kaling,3.86,508269,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443264638i/10335308._SY75_.jpg,222.0,cover_445.png
Layla,https://www.goodreads.com/book/show/52089753-layla,Colleen Hoover,3.63,568019,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1593095775i/52089753._SY75_.jpg,305.0,cover_446.png
"Divine Rivals (Letters of Enchantment, #1)",https://www.goodreads.com/book/show/60784546-divine-rivals,Rebecca Ross,4.16,650931,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1655928079i/60784546._SY75_.jpg,357.0,cover_447.png
First Lie Wins,https://www.goodreads.com/book/show/164444179-first-lie-wins,Ashley Elston,4.01,676453,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1704216161i/164444179._SY75_.jpg,340.0,cover_448.png
"Things We Never Got Over (Knockemout, #1)",https://www.goodreads.com/book/show/60060431-things-we-never-got-over,Lucy Score,4.14,1000312,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1641629293i/60060431._SY75_.jpg,572.0,cover_449.png
"The Hero of Ages (Mistborn, #3)",https://www.goodreads.com/book/show/2767793-the-hero-of-ages,Brandon Sanderson,4.56,531560,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1628563911i/2767793._SY75_.jpg,572.0,cover_450.png
Regretting You,https://www.goodreads.com/book/show/44582454-regretting-you,Colleen Hoover,4.11,723978,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559332442i/44582454._SY75_.jpg,363.0,cover_451.png
"All Your Perfects (Hopeless, #3)",https://www.goodreads.com/book/show/38926487-all-your-perfects,Colleen Hoover,4.00,674490,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1531682842i/38926487._SY75_.jpg,305.0,cover_452.png
The Woman in Me,https://www.goodreads.com/book/show/63133205-the-woman-in-me,Britney Spears,3.84,538761,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1689090540i/63133205._SY75_.jpg,288.0,cover_453.png
Love on the Brain,https://www.goodreads.com/book/show/59571699-love-on-the-brain,Ali Hazelwood,3.90,567118,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1657897729i/59571699._SY75_.jpg,368.0,cover_454.png
The Teacher,https://www.goodreads.com/book/show/195967140-the-teacher,Freida McFadden,3.91,776408,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1693401496i/195967140._SY75_.jpg,379.0,cover_455.png
"The Tales of Beedle the Bard (Hogwarts Library, #3)",https://www.goodreads.com/book/show/3950967-the-tales-of-beedle-the-bard,J.K. Rowling,4.03,505592,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630876355i/3950967._SX50_.jpg,105.0,cover_456.png
Confess,https://www.goodreads.com/book/show/34324605-confess,Colleen Hoover,4.07,586768,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1488107498i/34324605._SY75_.jpg,320.0,cover_457.png
My Year of Rest and Relaxation,https://www.goodreads.com/book/show/44279110-my-year-of-rest-and-relaxation,Ottessa Moshfegh,3.61,510863,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1597676656i/44279110._SY75_.jpg,289.0,cover_458.png
"Hunting Adeline (Cat and Mouse, #2)",https://www.goodreads.com/book/show/59050133-hunting-adeline,H.D. Carlton,4.09,519569,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1639934603i/59050133._SY75_.jpg,702.0,cover_459.png
An Abundance of Katherines,https://www.goodreads.com/book/show/49750.An_Abundance_of_Katherines,John Green,3.51,543588,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360206426i/49750._SY75_.jpg,229.0,cover_460.png
"Bared to You (Crossfire, #1)",https://www.goodreads.com/book/show/20448515-bared-to-you,Sylvia Day,4.13,543939,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433411511i/20448515._SY75_.jpg,352.0,cover_461.png
"Crooked Kingdom (Six of Crows, #2)",https://www.goodreads.com/book/show/22299763-crooked-kingdom,Leigh Bardugo,4.58,728479,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1456172607i/22299763._SY75_.jpg,561.0,cover_462.png
"Marked (House of Night, #1)",https://www.goodreads.com/book/show/30183.Marked,P.C. Cast,3.82,515977,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1317067002i/30183._SX50_.jpg,306.0,cover_463.png
The Unbearable Lightness of Being,https://www.goodreads.com/book/show/9717.The_Unbearable_Lightness_of_Being,Milan Kundera,4.11,518622,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1265401884i/9717._SY75_.jpg,314.0,cover_464.png
"Yours Truly (Part of Your World, #2)",https://www.goodreads.com/book/show/61918816-yours-truly,Abby Jimenez,4.31,686139,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1660857282i/61918816._SY75_.jpg,416.0,cover_465.png
Rock Paper Scissors,https://www.goodreads.com/book/show/56269064-rock-paper-scissors,Alice Feeney,3.89,604487,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1612020952i/56269064._SY75_.jpg,294.0,cover_466.png
"Just for the Summer (Part of Your World, #3)",https://www.goodreads.com/book/show/195820807-just-for-the-summer,Abby Jimenez,4.37,813943,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1742475239i/195820807._SY75_.jpg,432.0,cover_467.png
"Better Than the Movies (Better Than the Movies, #1)",https://www.goodreads.com/book/show/55710822-better-than-the-movies,Lynn Painter,4.27,633302,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1618150545i/55710822._SY75_.jpg,356.0,cover_468.png
"The Assassin's Blade (Throne of Glass, #0.1-0.5)",https://www.goodreads.com/book/show/126062562-the-assassin-s-blade,Sarah J. Maas,4.21,990672,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1680869667i/126062562._SY75_.jpg,451.0,cover_469.png
