book_names,book_urls,author_name,avg_rating,no_of_ratings,img_src,no_of_pages,image_name
"The Crown of Gilded Bones (Blood and Ash, #3)",https://www.goodreads.com/book/show/55240343-the-crown-of-gilded-bones,Jennifer L. Armentrout,4.16,406116,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1606759553i/55240343._SX50_.jpg,645.0,cover_1066.png
"The Dream Thieves (The Raven Cycle, #2)",https://www.goodreads.com/book/show/17347389-the-dream-thieves,Maggie Stiefvater,4.22,214246,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1477103777i/17347389._SY75_.jpg,439.0,cover_1067.png
"Scott Pilgrim's Precious Little Life (Scott Pilgrim, #1)",https://www.goodreads.com/book/show/29800.Scott_Pilgrim_s_Precious_Little_Life,Bryan Lee O'Malley,4.19,212204,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348109012i/29800._SX50_.jpg,168.0,cover_1068.png
"Moon Called (Mercy Thompson, #1)",https://www.goodreads.com/book/show/71811.Moon_Called,Patricia Briggs,4.15,214682,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1743122298i/71811._SY75_.jpg,289.0,cover_1069.png
The Language of Flowers,https://www.goodreads.com/book/show/10032672-the-language-of-flowers,Vanessa Diffenbaugh,4.09,229201,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333577674i/10032672._SX50_.jpg,323.0,cover_1070.png
"The Lincoln Lawyer (The Lincoln Lawyer, #1; Harry Bosch Universe, #16)",https://www.goodreads.com/book/show/40612032-the-lincoln-lawyer,Michael Connelly,4.22,248777,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529686346i/40612032._SY75_.jpg,405.0,cover_1071.png
"Morning Star (Red Rising Saga, #3)",https://www.goodreads.com/book/show/18966806-morning-star,Pierce Brown,4.53,311591,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1461354277i/18966806._SY75_.jpg,525.0,cover_1072.png
"The Atlas Six (The Atlas, #1)",https://www.goodreads.com/book/show/50520939-the-atlas-six,Olivie Blake,3.56,257224,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1714503138i/50520939._SY75_.jpg,376.0,cover_1073.png
A Promised Land,https://www.goodreads.com/book/show/55361205-a-promised-land,Barack Obama,4.32,259648,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1600357110i/55361205._SY75_.jpg,768.0,cover_1074.png
Wrong Place Wrong Time,https://www.goodreads.com/book/show/59947696-wrong-place-wrong-time,Gillian McAllister,3.97,417035,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1659457434i/59947696._SY75_.jpg,416.0,cover_1075.png
Greenlights,https://www.goodreads.com/book/show/52838315-greenlights,Matthew McConaughey,4.20,415566,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1604281659i/52838315._SX50_.jpg,289.0,cover_1076.png
The Southern Book Club's Guide to Slaying Vampires,https://www.goodreads.com/book/show/44074800-the-southern-book-club-s-guide-to-slaying-vampires,Grady Hendrix,3.79,272297,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1584222716i/44074800._SY75_.jpg,410.0,cover_1077.png
The Vegetarian,https://www.goodreads.com/book/show/25489025-the-vegetarian,Han Kang,3.64,297507,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1728661771i/25489025._SY75_.jpg,188.0,cover_1078.png
The It Girl,https://www.goodreads.com/book/show/59345249-the-it-girl,Ruth Ware,3.85,280463,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1671400977i/59345249._SY75_.jpg,423.0,cover_1079.png
"The Goal (Off-Campus, #4)",https://www.goodreads.com/book/show/32315591-the-goal,Elle Kennedy,3.89,318450,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1475180973i/32315591._SY75_.jpg,384.0,cover_1080.png
"Hyperion (Hyperion Cantos, #1)",https://www.goodreads.com/book/show/77566.Hyperion,Dan Simmons,4.27,282148,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1746983261i/77566._SY75_.jpg,500.0,cover_1081.png
Sometimes I Lie,https://www.goodreads.com/book/show/32326398-sometimes-i-lie,Alice Feeney,3.76,288840,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1498135142i/32326398._SY75_.jpg,387.0,cover_1082.png
This Is How It Always Is,https://www.goodreads.com/book/show/40409102-this-is-how-it-always-is,Laurie Frankel,4.28,206254,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528314257i/40409102._SY75_.jpg,338.0,cover_1083.png
"The Three-Body Problem (Remembrance of Earth’s Past, #1)",https://www.goodreads.com/book/show/20518872-the-three-body-problem,Liu Cixin,4.08,450231,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415428227i/20518872._SY75_.jpg,472.0,cover_1084.png
"Wool Omnibus (Silo, #1)",https://www.goodreads.com/book/show/13453029-wool-omnibus,Hugh Howey,4.20,361543,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349614200i/13453029._SY75_.jpg,509.0,cover_1085.png
The House Across the Lake,https://www.goodreads.com/book/show/58909880-the-house-across-the-lake,Riley Sager,3.59,383474,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1639618949i/58909880._SY75_.jpg,369.0,cover_1086.png
"Blood of Elves (The Witcher, #1)",https://www.goodreads.com/book/show/6043781-blood-of-elves,Andrzej Sapkowski,4.10,232405,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1589998653i/6043781._SX50_.jpg,398.0,cover_1087.png
I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer,https://www.goodreads.com/book/show/35068432-i-ll-be-gone-in-the-dark,Michelle McNamara,4.12,255795,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1499131009i/35068432._SY75_.jpg,352.0,cover_1088.png
Waiting for Godot,https://www.goodreads.com/book/show/17716.Waiting_for_Godot,Samuel Beckett,3.84,215658,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327910301i/17716._SY75_.jpg,109.0,cover_1089.png
The Night She Disappeared,https://www.goodreads.com/book/show/55922299-the-night-she-disappeared,Lisa Jewell,4.10,295512,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1628703473i/55922299._SY75_.jpg,416.0,cover_1090.png
Uncle Tom’s Cabin,https://www.goodreads.com/book/show/46787.Uncle_Tom_s_Cabin,Harriet Beecher Stowe,3.91,238198,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1414349231i/46787._SY75_.jpg,438.0,cover_1091.png
Fairy Tale,https://www.goodreads.com/book/show/60177373-fairy-tale,Stephen King,4.09,313192,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1647789287i/60177373._SY75_.jpg,607.0,cover_1092.png
Black Cake,https://www.goodreads.com/book/show/57926137-black-cake,Charmaine Wilkerson,4.09,213484,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1623664615i/57926137._SY75_.jpg,385.0,cover_1093.png
"Still Me (Me Before You, #3)",https://www.goodreads.com/book/show/41839602-still-me,Jojo Moyes,4.11,223770,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1537058720i/41839602._SY75_.jpg,469.0,cover_1094.png
How to Stop Time,https://www.goodreads.com/book/show/45152372-how-to-stop-time,Matt Haig,3.83,206007,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1645729201i/45152372._SY75_.jpg,339.0,cover_1095.png
Under the Whispering Door,https://www.goodreads.com/book/show/53205888-under-the-whispering-door,T.J. Klune,4.12,296131,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1652374208i/53205888._SY75_.jpg,376.0,cover_1096.png
"Left Behind (Left Behind, #1)",https://www.goodreads.com/book/show/27523.Left_Behind,Tim LaHaye,3.86,242702,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406505054i/27523._SY75_.jpg,470.0,cover_1097.png
Hello Beautiful,https://www.goodreads.com/book/show/61771675-hello-beautiful,Ann Napolitano,4.14,479602,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1687803098i/61771675._SY75_.jpg,416.0,cover_1098.png
Notes from Underground,https://www.goodreads.com/book/show/49455.Notes_from_Underground,Fyodor Dostoevsky,4.17,203376,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1657562670i/49455._SY75_.jpg,136.0,cover_1099.png
"Attack on Titan, Vol. 1",https://www.goodreads.com/book/show/13154150-attack-on-titan-vol-1,Hajime Isayama,4.48,273898,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432712438i/13154150._SX50_.jpg,193.0,cover_1100.png
"All Together Dead (Sookie Stackhouse, #7)",https://www.goodreads.com/book/show/140075.All_Together_Dead,Charlaine Harris,4.05,206049,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417964062i/140075._SY75_.jpg,336.0,cover_1101.png
The Yellow Wallpaper,https://www.goodreads.com/book/show/8217236-the-yellow-wallpaper,Charlotte Perkins Gilman,4.08,332285,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1276430319i/8217236._SX50_.jpg,63.0,cover_1102.png
There There,https://www.goodreads.com/book/show/36692478-there-there,Tommy Orange,3.98,211494,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1512071034i/36692478._SY75_.jpg,294.0,cover_1103.png
"Children of Blood and Bone (Legacy of Orïsha, #1)",https://www.goodreads.com/book/show/34728667-children-of-blood-and-bone,Tomi Adeyemi,4.11,243650,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1516127989i/34728667._SX50_.jpg,544.0,cover_1104.png
"Defy Me (Shatter Me, #5)",https://www.goodreads.com/book/show/34992959-defy-me,Tahereh Mafi,4.27,320069,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1548349704i/34992959._SX50_.jpg,357.0,cover_1105.png
Why We Sleep: Unlocking the Power of Sleep and Dreams,https://www.goodreads.com/book/show/34466963-why-we-sleep,Matthew Walker,4.38,212639,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556604137i/34466963._SY75_.jpg,368.0,cover_1106.png
"The Final Gambit (The Inheritance Games, #3)",https://www.goodreads.com/book/show/58658940-the-final-gambit,Jennifer Lynn Barnes,4.11,412844,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1634068536i/58658940._SY75_.jpg,400.0,cover_1107.png
Orange Is the New Black,https://www.goodreads.com/book/show/6314763-orange-is-the-new-black,Piper Kerman,3.72,204344,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320520714i/6314763._SY75_.jpg,322.0,cover_1108.png
"Parable of the Sower (Earthseed, #1)",https://www.goodreads.com/book/show/52397.Parable_of_the_Sower,Octavia E. Butler,4.20,228525,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442169447i/52397._SY75_.jpg,345.0,cover_1109.png
"The Reptile Room (A Series of Unfortunate Events, #2)",https://www.goodreads.com/book/show/78418.The_Reptile_Room,Lemony Snicket,4.02,238952,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1352146294i/78418._SX50_.jpg,192.0,cover_1110.png
One by One,https://www.goodreads.com/book/show/50892433-one-by-one,Ruth Ware,3.73,210807,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1587655884i/50892433._SY75_.jpg,372.0,cover_1111.png
"You (You, #1)",https://www.goodreads.com/book/show/36430011-you,Caroline Kepnes,3.96,275724,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1549463282i/36430011._SY75_.jpg,464.0,cover_1112.png
"Things We Left Behind (Knockemout, #3)",https://www.goodreads.com/book/show/116536542-things-we-left-behind,Lucy Score,4.40,377935,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1677175478i/116536542._SY75_.jpg,698.0,cover_1113.png
The Seven Year Slip,https://www.goodreads.com/book/show/62926938-the-seven-year-slip,Ashley Poston,4.18,463434,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1685350807i/62926938._SX50_.jpg,336.0,cover_1114.png
Nothing to See Here,https://www.goodreads.com/book/show/42519313-nothing-to-see-here,Kevin Wilson,3.96,210171,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559591792i/42519313._SY75_.jpg,288.0,cover_1115.png
The Awakening,https://www.goodreads.com/book/show/58345.The_Awakening,Kate Chopin,3.68,221121,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1170507247i/58345._SY75_.jpg,195.0,cover_1116.png
"Lilac Girls (Lilac Girls, #1)",https://www.goodreads.com/book/show/25893693-lilac-girls,Martha Hall Kelly,4.29,328234,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1462850258i/25893693._SY75_.jpg,487.0,cover_1117.png
"""Surely You're Joking, Mr. Feynman!"": Adventures of a Curious Character",https://www.goodreads.com/book/show/35167685-surely-you-re-joking-mr-feynman,Richard P. Feynman,4.27,211631,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1504936953i/35167685._SX50_.jpg,400.0,cover_1118.png
"The Kind Worth Killing (Henry Kimball/Lily Kintner, #1)",https://www.goodreads.com/book/show/21936809-the-kind-worth-killing,Peter Swanson,3.98,226506,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417981750i/21936809._SY75_.jpg,320.0,cover_1119.png
"Beautiful World, Where Are You",https://www.goodreads.com/book/show/56597885-beautiful-world-where-are-you,Sally Rooney,3.53,461721,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1618329605i/56597885._SY75_.jpg,356.0,cover_1120.png
"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",https://www.goodreads.com/book/show/18693771-the-body-keeps-the-score,Bessel van der Kolk,4.37,247266,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1594559067i/18693771._SY75_.jpg,464.0,cover_1121.png
"The Chase (Briar U, #1)",https://www.goodreads.com/book/show/34851664-the-chase,Elle Kennedy,3.86,243586,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1530890863i/34851664._SY75_.jpg,368.0,cover_1122.png
The Psychology of Money,https://www.goodreads.com/book/show/41881472-the-psychology-of-money,Morgan Housel,4.29,273086,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1581527774i/41881472._SY75_.jpg,242.0,cover_1123.png
"Ruthless Vows (Letters of Enchantment, #2)",https://www.goodreads.com/book/show/127280062-ruthless-vows,Rebecca Ross,4.00,358979,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1684911482i/127280062._SY75_.jpg,420.0,cover_1124.png
"How the King of Elfhame Learned to Hate Stories (The Folk of the Air, #3.5)",https://www.goodreads.com/book/show/53439886-how-the-king-of-elfhame-learned-to-hate-stories,Holly Black,4.15,245845,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1589827409i/53439886._SY75_.jpg,200.0,cover_1125.png
Final Girls,https://www.goodreads.com/book/show/32796253-final-girls,Riley Sager,3.82,236278,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1496658340i/32796253._SY75_.jpg,352.0,cover_1126.png
"A Gathering of Shadows (Shades of Magic, #2)",https://www.goodreads.com/book/show/20764879-a-gathering-of-shadows,V.E. Schwab,4.20,222952,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429627728i/20764879._SY75_.jpg,512.0,cover_1127.png
We Need to Talk About Kevin,https://www.goodreads.com/book/show/80660.We_Need_to_Talk_About_Kevin,Lionel Shriver,4.08,205922,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327865017i/80660._SY75_.jpg,400.0,cover_1128.png
Interpreter of Maladies,https://www.goodreads.com/book/show/5439.Interpreter_of_Maladies,Jhumpa Lahiri,4.18,201905,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442586143i/5439._SY75_.jpg,198.0,cover_1129.png
Girl in Pieces,https://www.goodreads.com/book/show/29236380-girl-in-pieces,Kathleen Glasgow,3.94,244883,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1469509467i/29236380._SY75_.jpg,416.0,cover_1130.png
Between the World and Me,https://www.goodreads.com/book/show/25489625-between-the-world-and-me,Ta-Nehisi Coates,4.40,354697,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451435027i/25489625._SY75_.jpg,152.0,cover_1131.png
Something in the Water,https://www.goodreads.com/book/show/36388243-something-in-the-water,Catherine Steadman,3.56,219235,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528120440i/36388243._SY75_.jpg,342.0,cover_1132.png
Animal Farm / 1984,https://www.goodreads.com/book/show/5472.Animal_Farm_1984,George Orwell,4.30,209819,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327959366i/5472._SY75_.jpg,400.0,cover_1133.png
The Phantom of the Opera,https://www.goodreads.com/book/show/480204.The_Phantom_of_the_Opera,Gaston Leroux,3.96,265265,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327867727i/480204._SY75_.jpg,360.0,cover_1134.png
Why Not Me?,https://www.goodreads.com/book/show/30268522-why-not-me,Mindy Kaling,3.90,223166,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1473956249i/30268522._SY75_.jpg,240.0,cover_1135.png
"The Friend Zone (The Friend Zone, #1)",https://www.goodreads.com/book/show/41945163-the-friend-zone,Abby Jimenez,3.90,347269,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553782196i/41945163._SY75_.jpg,372.0,cover_1136.png
Dear Edward,https://www.goodreads.com/book/show/45294613-dear-edward,Ann Napolitano,4.08,205645,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1573865448i/45294613._SY75_.jpg,340.0,cover_1137.png
"Ninth House (Alex Stern, #1)",https://www.goodreads.com/book/show/43263680-ninth-house,Leigh Bardugo,4.01,374292,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553102141i/43263680._SY75_.jpg,461.0,cover_1138.png
28 Summers,https://www.goodreads.com/book/show/52588078-28-summers,Elin Hilderbrand,4.18,247990,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1572261156i/52588078._SY75_.jpg,432.0,cover_1139.png
"Bunny (Bunny, #1)",https://www.goodreads.com/book/show/53285047-bunny,Mona Awad,3.48,278066,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1588043687i/53285047._SX50_.jpg,305.0,cover_1140.png
"Wildfire (Maple Hills, #2)",https://www.goodreads.com/book/show/101145836-wildfire,Hannah Grace,3.83,413599,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1688314784i/101145836._SY75_.jpg,387.0,cover_1141.png
Night Road,https://www.goodreads.com/book/show/8949352-night-road,Kristin Hannah,4.26,285748,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1282369257i/8949352._SY75_.jpg,385.0,cover_1142.png
The Richest Man in Babylon,https://www.goodreads.com/book/show/1052.The_Richest_Man_in_Babylon,George S. Clason,4.23,231323,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348336780i/1052._SY75_.jpg,194.0,cover_1143.png
"The War of Two Queens (Blood and Ash, #4)",https://www.goodreads.com/book/show/57815107-the-war-of-two-queens,Jennifer L. Armentrout,4.08,275427,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1635174962i/57815107._SY75_.jpg,628.0,cover_1144.png
This Tender Land,https://www.goodreads.com/book/show/25813942-this-tender-land,William Kent Krueger,4.39,206645,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1565526433i/25813942._SY75_.jpg,450.0,cover_1145.png
Girl Wash your Face,https://www.goodreads.com/book/show/35542451-girl-wash-your-face,Rachel Hollis,3.58,269053,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1513038393i/35542451._SY75_.jpg,240.0,cover_1146.png
Meet Me at the Lake,https://www.goodreads.com/book/show/61797464-meet-me-at-the-lake,Carley Fortune,3.69,306381,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1664246880i/61797464._SY75_.jpg,336.0,cover_1147.png
"Old Man's War (Old Man's War, #1)",https://www.goodreads.com/book/show/36510196-old-man-s-war,John Scalzi,4.23,214138,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1509467059i/36510196._SY75_.jpg,318.0,cover_1148.png
"The Throne of Fire (The Kane Chronicles, #2)",https://www.goodreads.com/book/show/9067850-the-throne-of-fire,Rick Riordan,4.19,222536,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1661018148i/9067850._SY75_.jpg,452.0,cover_1149.png
"Mile High (Windy City, #1)",https://www.goodreads.com/book/show/60909831-mile-high,Liz Tomforde,4.05,399807,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1651354353i/60909831._SX50_.jpg,603.0,cover_1150.png
Home Before Dark,https://www.goodreads.com/book/show/50833559-home-before-dark,Riley Sager,4.06,267357,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1571683410l/50833559._SX50_SY75_.jpg,389.0,cover_1151.png
"Sidetracked (Mindf*ck, #2)",https://www.goodreads.com/book/show/33271162-sidetracked,S.T. Abby,4.36,279318,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1481000718i/33271162._SY75_.jpg,115.0,cover_1152.png
"The Ashes & the Star-Cursed King (Crowns of Nyaxia, #2)",https://www.goodreads.com/book/show/62335396-the-ashes-the-star-cursed-king,Carissa Broadbent,4.09,390333,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1711665192i/62335396._SY75_.jpg,626.0,cover_1153.png
"Reckless (Chestnut Springs, #4)",https://www.goodreads.com/book/show/108518990-reckless,Elsie Silver,4.37,330665,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1681482426i/108518990._SY75_.jpg,466.0,cover_1154.png
"Sword of Destiny (The Witcher, #0.7)",https://www.goodreads.com/book/show/25454056-sword-of-destiny,Andrzej Sapkowski,4.27,208936,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1671660198i/25454056._SX50_.jpg,405.0,cover_1155.png
"Legends & Lattes (Legends & Lattes, #1)",https://www.goodreads.com/book/show/61242426-legends-lattes,Travis Baldree,4.06,289024,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1654581271i/61242426._SY75_.jpg,296.0,cover_1156.png
The Covenant of Water,https://www.goodreads.com/book/show/180357146-the-covenant-of-water,Abraham Verghese,4.42,269578,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1687600746i/180357146._SX50_.jpg,715.0,cover_1157.png
In a Holidaze,https://www.goodreads.com/book/show/50892287-in-a-holidaze,Christina Lauren,3.67,223220,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1601590329i/50892287._SY75_.jpg,307.0,cover_1158.png
"The Sword of Summer (Magnus Chase and the Gods of Asgard, #1)",https://www.goodreads.com/book/show/15724396-the-sword-of-summer,Rick Riordan,4.23,232533,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434701340i/15724396._SY75_.jpg,512.0,cover_1159.png
"Imagine Me (Shatter Me, #6)",https://www.goodreads.com/book/show/44054122-imagine-me,Tahereh Mafi,4.01,269571,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1563815428i/44054122._SY75_.jpg,450.0,cover_1160.png
The Perfect Son,https://www.goodreads.com/book/show/52616342-the-perfect-son,Freida McFadden,4.02,397174,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1570489697l/52616342._SX50_SY75_.jpg,373.0,cover_1161.png
"The Awakening (Zodiac Academy, #1)",https://www.goodreads.com/book/show/46261182-the-awakening,Caroline Peckham,3.82,336054,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1560277389i/46261182._SY75_.jpg,436.0,cover_1162.png
Do Not Disturb,https://www.goodreads.com/book/show/58778536-do-not-disturb,Freida McFadden,3.93,241999,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1629082970i/58778536._SY75_.jpg,325.0,cover_1163.png
"Prodigy (Legend, #2)",https://www.goodreads.com/book/show/13414446-prodigy,Marie Lu,4.22,275811,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336254717i/13414446._SY75_.jpg,371.0,cover_1164.png
"One Dark Window (The Shepherd King, #1)",https://www.goodreads.com/book/show/58340706-one-dark-window,Rachel Gillig,4.28,489683,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1734440714i/58340706._SY75_.jpg,399.0,cover_1165.png
"Throttled (Dirty Air, #1)",https://www.goodreads.com/book/show/206023355-throttled,Lauren Asher,3.77,236754,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1706309061i/206023355._SY75_.jpg,378.0,cover_1166.png
The Idiot,https://www.goodreads.com/book/show/12505.The_Idiot,Fyodor Dostoevsky,4.21,204720,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1657539107i/12505._SY75_.jpg,667.0,cover_1167.png
"The Waste Lands (The Dark Tower, #3)",https://www.goodreads.com/book/show/34084.The_Waste_Lands,Stephen King,4.25,239196,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532334476i/34084._SY75_.jpg,422.0,cover_1168.png
"The Hunger Games Trilogy Boxset (The Hunger Games, #1-3)",https://www.goodreads.com/book/show/7938275-the-hunger-games-trilogy-boxset,Suzanne Collins,4.49,230566,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360094673i/7938275._SY75_.jpg,1155.0,cover_1169.png
"The Five-Star Weekend (Sommer in Nantucket, #1)",https://www.goodreads.com/book/show/62873996-the-five-star-weekend,Elin Hilderbrand,4.02,288547,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1680591253i/62873996._SY75_.jpg,384.0,cover_1170.png
Romantic Comedy,https://www.goodreads.com/book/show/62628727-romantic-comedy,Curtis Sittenfeld,3.63,231871,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1679496983i/62628727._SY75_.jpg,309.0,cover_1171.png
"Lonesome Dove (Lonesome Dove, #1)",https://www.goodreads.com/book/show/256008.Lonesome_Dove,Larry McMurtry,4.56,217413,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559668037i/256008._SY75_.jpg,960.0,cover_1172.png
The Gifts of Imperfection,https://www.goodreads.com/book/show/7015403-the-gifts-of-imperfection,Brené Brown,4.25,212812,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369092544i/7015403._SX50_.jpg,137.0,cover_1173.png
"Fruits Basket, Vol. 1",https://www.goodreads.com/book/show/271199.Fruits_Basket_Vol_1,Natsuki Takaya,4.29,205039,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442161482i/271199._SX50_.jpg,216.0,cover_1174.png
"The Crown (The Selection, #5)",https://www.goodreads.com/book/show/26074181-the-crown,Kiera Cass,3.62,303766,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1446759650i/26074181._SY75_.jpg,278.0,cover_1175.png
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,https://www.goodreads.com/book/show/15843166-you-are-a-badass,Jen Sincero,3.95,278389,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351539051i/15843166._SY75_.jpg,254.0,cover_1176.png
The Summer of Broken Rules,https://www.goodreads.com/book/show/49259788-the-summer-of-broken-rules,K.L. Walther,3.90,270513,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1600698670i/49259788._SX50_.jpg,359.0,cover_1177.png
Watching You,https://www.goodreads.com/book/show/38355282-watching-you,Lisa Jewell,3.88,207892,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1545496322i/38355282._SY75_.jpg,320.0,cover_1178.png
